1.000118555071285214e+00, 221
9.633954118179955361e-01, 222
1.084052452459047787e+00, 223
1.447583928723825651e+00, 50
1.658785097400436039e+00, 51
1.958315833949637575e+00, 52
2.165560745173903300e+00, 54
1.942778699296739629e+00, 46
2.689051626181509780e+00, 19
2.507094407626177868e+00, 147
2.215225885185885481e+00, 186
1.827126728002058142e+00, 157
1.615435869340889899e+00, 188
1.155660042921539465e+00, 85
1.261960424930501415e+00, 160
2.028043730183319603e+00, 189
1.779723495531839320e+00, 217
2.368630575190822348e+00, 6
1.777065044884352426e+00, 183
2.468931085904559054e+00, 184
2.227456433132875179e+00, 148
2.697222991461069015e+00, 133
2.093977601559031151e+00, 60
2.262256446437261146e+00, 135
2.050643539325798118e+00, 109
2.001456045116744574e+00, 170
1.606959488313022714e+00, 171
1.221372828838787004e+00, 172
8.784802153332644068e-01, 164
7.797708772122959892e-01, 174
7.341807000461481993e-01, 166
7.571646607022147883e-01, 167
8.294321152986271358e-01, 177
6.740694262061215383e-01, 179
9.091126000853278697e-01, 78
8.182920628902157964e-01, 167
8.943383875076288286e-01, 168
1.099040178972274410e+00, 189
1.538526076435854854e+00, 178
1.605249562113983023e+00, 66
2.193918456818299294e+00, 160
2.277267653107361801e+00, 161
1.833279234042285116e+00, 97
2.494682764509792586e+00, 143
2.002579158025484182e+00, 5
1.776404037762111324e+00, 151
1.429760856299684191e+00, 151
1.172444892237266676e+00, 0
1.165496539584491715e+00, 229
1.205414216595818835e+00, 230
1.447583928715708531e+00, 3
1.658785097385473420e+00, 4
1.858343416676579137e+00, 4
1.167661417666883954e+00, 149
1.284576954271543974e+00, 150
1.992901062675736375e+00, 139
2.262929864933921080e+00, 243
1.950583581895722557e+00, 148
1.001541771718041043e+00, 132
1.375016707788299264e+00, 133
2.093977601606171339e+00, 22
2.109487621022848847e+00, 161
1.310436144829653216e+00, 81
1.441156705679385182e+00, 82
1.313194024325331196e+00, 105
1.223831645783476087e+00, 215
1.178723428890284915e+00, 216
1.316146544626278801e+00, 108
1.749286921055040424e+00, 136
1.648018534664306867e+00, 110
1.181708169870057084e+00, 140
1.252799242430487055e+00, 141
1.726135339930845434e+00, 236
1.291381140349446370e+00, 29
8.432489128331635007e-01, 90
5.519335700221217170e-01, 91
5.620494882231828562e-01, 92
6.071400174541906668e-01, 93
9.091125999017761218e-01, 34
8.627741564496119236e-01, 167
1.266889914249903742e+00, 177
1.259870386034674577e+00, 162
1.246934677873776181e+00, 90
1.110583021453439096e+00, 91
8.166120253108810425e-01, 158
1.095955880486898843e+00, 166
9.752242526957364419e-01, 35
9.374669246178528694e-01, 124
9.494236234601855216e-01, 125
1.201467378636703852e+00, 29
8.432489127163699889e-01, 74
5.519335698801803709e-01, 75
5.620494881642298170e-01, 76
6.071400173945938605e-01, 77
1.082951426343420764e+00, 78
1.058012937928109637e+00, 176
1.230276854651802149e+00, 162
1.424486410050700988e+00, 162
1.540142959861954546e+00, 28
1.818913608130165499e+00, 143
1.815244724285268138e+00, 144
1.760406077741501978e+00, 182
1.547051143702313289e+00, 118
1.094229534705251422e+00, 119
1.039013543610178561e+00, 120
8.011777934961320214e-01, 121
1.135916842829114627e+00, 214
1.132091549301393908e+00, 215
1.069004506460530302e+00, 216
1.735046336448047136e+00, 129
1.648018534613490626e+00, 69
1.760332892687874979e+00, 209
1.774297191027159404e+00, 210
1.667178928970922073e+00, 185
1.294420301138889318e+00, 105
1.523001618562791444e+00, 64
1.586201378001695981e+00, 65
1.898580866923959003e+00, 129
1.547051143709770618e+00, 102
1.094229534619546642e+00, 103
1.039013543503271194e+00, 104
8.011777931914107391e-01, 105
1.431817516057747128e+00, 166
1.188882239390568658e+00, 161
9.374669247411899176e-01, 87
9.494236235628701799e-01, 88
1.152027959781071998e+00, 29
1.240518977146854785e+00, 106
1.225864057370662327e+00, 107
1.514699659933376933e+00, 108
1.827224860563955828e+00, 109
2.506079406981539100e+00, 147
1.001541771702317054e+00, 58
1.375016707332847519e+00, 59
2.161766792119505100e+00, 60
2.262256446080198364e+00, 23
1.440524911155335390e+00, 218
9.557583833897657644e-01, 219
8.078248997190216560e-01, 220
1.514131599656392211e+00, 221
1.181708169832603499e+00, 70
1.087986948317023506e+00, 235
1.700316026961286427e+00, 236
1.818913608202377263e+00, 99
1.815244724272811473e+00, 100
2.072117820450671778e+00, 101
1.925553335158864754e+00, 183
2.267260031887950215e+00, 56
1.950583581839058095e+00, 57
1.167661417635093787e+00, 53
1.284576954268082774e+00, 54
1.347279241235221909e+00, 220
1.599311405045543674e+00, 221
1.348557706999806099e+00, 222
1.016709477442599545e+00, 223
2.075844132419242799e+00, 50
2.149984863619986545e+00, 112
1.746791117831569185e+00, 213
8.166120257252201032e-01, 84
1.219634612352840422e+00, 179
9.419192753462512831e-01, 78
1.188882239583129944e+00, 123
1.014832764137035824e+00, 124
