2.361208888233045085e+00, 214
2.381290660144217450e+00, 481
2.301328345871640031e+00, 482
2.434315610328254200e+00, 714
2.296849544855320099e+00, 364
2.398748322915409997e+00, 652
2.236064625578044246e+00, 653
1.274199362776299370e+00, 500
1.238805524734289161e+00, 501
1.595602551219321811e+00, 502
1.545948232561233910e+00, 518
1.369926078264719686e+00, 519
1.533310848331403910e+00, 37
1.150332732651656827e+00, 297
1.223738453479678060e+00, 679
1.404045603195746610e+00, 36
1.522763855101133299e+00, 30
1.644901536761386988e+00, 38
1.543745085464098013e+00, 39
1.728092912258694760e+00, 677
1.370333547174269417e+00, 679
1.404172818645461761e+00, 29
1.393095898997788746e+00, 30
1.314737352729065096e+00, 269
1.108531843977866063e+00, 39
1.100021711345356704e+00, 35
9.289211434197546326e-01, 36
1.002271433293309112e+00, 30
1.266180218953254051e+00, 31
1.063337513049159724e+00, 680
7.316605109981528243e-01, 681
6.739268180778577877e-01, 682
1.026242943229752515e+00, 27
1.085258954194388346e+00, 37
1.053667588768168551e+00, 678
1.100021711345356828e+00, 25
9.289211434197547092e-01, 26
1.085258954194388445e+00, 33
1.225178134079541647e+00, 269
1.094177515151728592e+00, 270
1.059246430005904620e+00, 271
1.294646877288579702e+00, 524
1.283478256941896758e+00, 525
1.666785741813176846e+00, 260
2.007969170310367222e+00, 674
1.938576105833696902e+00, 283
1.822065932095903268e+00, 284
1.728968848076044664e+00, 264
1.619845842925562445e+00, 76
1.084566245863219851e+00, 126
1.023649376889984845e+00, 127
9.869821475015610479e-01, 128
9.097170256053973092e-01, 129
6.824448586754382549e-01, 676
8.176918536799985937e-01, 131
9.946491862172746481e-01, 132
1.474495976896635304e+00, 140
1.589752196097424799e+00, 141
1.698284650230943125e+00, 65
1.853067069455164433e+00, 66
1.355945431035486874e+00, 158
1.363083814785537249e+00, 159
1.122057941037228146e+00, 160
1.118614253211106975e+00, 84
1.131630833488614854e+00, 155
6.336315511419348825e-01, 142
7.430280149650062731e-01, 143
9.641269043821724281e-01, 95
9.201471633094781459e-01, 96
8.972824762345898501e-01, 97
6.741543491402820156e-01, 287
8.963222514595360270e-01, 309
1.072109599209555843e+00, 310
1.036494408865177373e+00, 248
7.578294878173137149e-01, 263
7.369744756586604179e-01, 264
7.534604849986940253e-01, 125
7.940755229281764617e-01, 133
9.442713167820062968e-01, 288
1.148643951127573823e+00, 254
1.097633091865096748e+00, 255
8.948736194188482325e-01, 123
9.758929632046175475e-01, 229
8.514951317111027998e-01, 230
8.182184414507116946e-01, 231
6.722433573497215728e-01, 288
7.298892821743486188e-01, 289
8.695711493512218979e-01, 626
9.341668820564805842e-01, 312
8.287865846497324478e-01, 222
5.441435471597775204e-01, 615
6.596715219792461001e-01, 553
5.544963625140514360e-01, 316
6.315065107628126654e-01, 555
9.729508065305121113e-01, 234
9.492054302579977289e-01, 116
9.201471633094781054e-01, 68
8.972824762345897839e-01, 69
6.600692078162733662e-01, 119
8.301080710007600490e-01, 120
8.986683991208520709e-01, 121
1.012984949055543933e+00, 122
1.055934510693572371e+00, 249
7.034888217220566643e-01, 159
6.236796453408582300e-01, 160
8.187499375904106910e-01, 161
1.484911135572375736e+00, 85
1.759840792737953365e+00, 142
9.990653320155997428e-01, 695
9.792927062895379884e-01, 500
1.282905062217270871e+00, 690
1.222602957862383592e+00, 691
1.134481449092034770e+00, 217
