1.136012517661622486e+00, 56
1.150948305430741476e+00, 234
1.076866282535436022e+00, 184
1.480528681512628924e+00, 185
1.710034102105838987e+00, 22
1.731388259260797569e+00, 44
1.286107411523497981e+00, 230
1.065689683745088761e+00, 22
1.296699816030612203e+00, 23
1.614561394872673455e+00, 24
1.562548261602940099e+00, 25
1.798570441658793552e+00, 26
1.726062672181110286e+00, 27
1.581785509256097875e+00, 189
1.264358534903455053e+00, 113
1.530060767176409115e+00, 191
1.577415885036667424e+00, 77
2.109732708623745856e+00, 92
1.795869637849666020e+00, 93
1.314635044435699882e+00, 233
1.303044531009451734e+00, 234
1.196149975128756613e+00, 202
1.065689683751202035e+00, 7
1.232612582861008152e+00, 204
1.614561394881048509e+00, 9
1.562548261610493693e+00, 10
1.798570441661968953e+00, 11
1.455948585321534155e+00, 64
7.309727771057646140e-01, 189
6.126040412969050836e-01, 190
9.943276085786696030e-01, 191
1.068913423138142255e+00, 192
1.207695879192843276e+00, 168
1.186514669000212964e+00, 169
1.168198549059285893e+00, 170
1.344012845996465290e+00, 171
1.465525718064265146e+00, 87
1.282806635453852663e+00, 153
1.387332206523183409e+00, 154
1.736631101548971608e+00, 155
2.635361405802298658e+00, 102
2.279787232680217374e+00, 73
2.406857949643304732e+00, 119
1.808067522865407948e+00, 120
1.731388259266783376e+00, 5
1.916580352634510804e+00, 92
1.503609784828158375e+00, 0
1.170118602627807760e+00, 1
1.534232628875452297e+00, 2
1.416252538168371320e+00, 207
1.562340543866578005e+00, 208
1.606850260200163949e+00, 233
1.075557681335696645e+00, 230
1.079598730643730919e+00, 7
1.261823597754508831e+00, 234
1.183333290131168299e+00, 231
1.136012517662602559e+00, 0
1.231617669932163378e+00, 1
9.401029071045998342e-01, 207
1.073624085757997768e+00, 208
1.201887492077859981e+00, 185
1.832073400915081627e+00, 186
1.662110514738780233e+00, 211
1.276900904380711252e+00, 188
1.340343455701983701e+00, 171
8.603998946682871506e-01, 172
1.082878692790952820e+00, 175
